Instance,StratType,Token1,Token2,Token3,SingleOrderLot,MaxPositionLot,Spread,Reserved1,Reserved2,Reserved3,Reserved4,Reserved5,Reserved6,Reserved7,Reserved8,SymbolName,StrikePrice,Expiry
1,1,52450,52672,52671,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2520000,CURRENT_MONTH
1,2,52450,52672,52671,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2520000,CURRENT_MONTH
1,1,52450,52674,52673,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2530000,CURRENT_MONTH
1,2,52450,52674,52673,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2530000,CURRENT_MONTH
1,1,52450,52676,52675,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2540000,CURRENT_MONTH
1,2,52450,52676,52675,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2540000,CURRENT_MONTH
1,1,52450,52678,52677,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2550000,CURRENT_MONTH
1,2,52450,52678,52677,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2550000,CURRENT_MONTH
1,1,52450,52680,52679,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2560000,CURRENT_MONTH
1,2,52450,52680,52679,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2560000,CURRENT_MONTH
1,1,52450,52682,52681,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2570000,CURRENT_MONTH
1,2,52450,52682,52681,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2570000,CURRENT_MONTH
1,1,52450,52684,52683,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2580000,CURRENT_MONTH
1,2,52450,52684,52683,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2580000,CURRENT_MONTH
1,1,52450,52686,52685,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2590000,CURRENT_MONTH
1,2,52450,52686,52685,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2590000,CURRENT_MONTH
1,1,52450,52688,52687,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2600000,CURRENT_MONTH
1,2,52450,52688,52687,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2600000,CURRENT_MONTH
1,1,52450,52690,52689,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2610000,CURRENT_MONTH
1,2,52450,52690,52689,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2610000,CURRENT_MONTH
1,1,52450,52692,52691,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2620000,CURRENT_MONTH
1,2,52450,52692,52691,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2620000,CURRENT_MONTH
1,1,52450,52694,52693,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2630000,CURRENT_MONTH
1,2,52450,52694,52693,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2630000,CURRENT_MONTH
1,1,52450,52696,52695,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2640000,CURRENT_MONTH
1,2,52450,52696,52695,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2640000,CURRENT_MONTH
1,1,52450,52698,52697,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2650000,CURRENT_MONTH
1,2,52450,52698,52697,1,500,2,0,0,0,0,0,0,0,0,BANKNIFTY,2650000,CURRENT_MONTH
